iz11_code,iz11_name,Civic Assets score,Civic Assets rank,Connectedness score,Connectedness rank,Engaged Community score,Engaged Community rank,Community Needs Index score,Community Needs Index rank,Left Behind Area?
S02001780,Burntisland West,0.7512832880020142,193,74.03765869140625,155,26.86359405517578,817,98.77034759521484,227,FALSE
S02001387,Garelochhead,1.2932263612747192,45,47.67341232299805,506,20.86009407043457,924,98.68804931640625,228,FALSE
S02002477,IZ18,0.24562421441078186,506,59.06423568725586,319,85.22972106933594,155,98.66248321533203,229,FALSE
S02002504,Bathgate East,0.5892335772514343,295,83.67180633544922,101,27.211849212646484,809,98.58531951904297,230,FALSE
S02001929,Carntyne West and Haghill,-0.9287784099578857,1127,84.72068786621094,94,73.9881591796875,223,98.56867980957031,231,FALSE
S02001271,Sheddocksley,0.5395591259002686,317,35.40753936767578,740,93.27862548828125,104,98.43809509277344,232,FALSE
S02002268,Paisley Glenburn West,0.45197010040283203,376,35.75189971923828,727,96.20530700683594,88,98.3813247680664,233,FALSE
S02002250,Stanley and Murthly,1.1613410711288452,72,60.96747589111328,298,12.398926734924316,1097,98.042510986328125,234,FALSE
S02001847,Crookston North,0.07334651052951813,621,61.438499450683594,294,86.59842681884766,143,97.54228973388672,235,FALSE
S02002128,Largs Central and Cumbrae,0.41445043683052063,391,67.85520935058594,214,61.06929397583008,323,97.29008483886719,236,FALSE
S02001841,Newport and Wormit,1.3145142793655396,39,38.916412353515625,665,25.72467613220215,834,97.276763916015625,237,FALSE
S02001910,Shettleston North,-0.3463766872882843,877,79.271575927734375,120,69.92378997802734,247,97.15442657470703,238,FALSE
S02002122,Kilwinning Central and North,0.006759678944945335,677,68.53340148925781,209,78.89481353759766,189,97.12895965576172,239,FALSE
S02001774,Lochore and Crosshill,-0.0050426870584487915,680,67.771697998046875,216,79.71038055419922,182,97.12422180175781,240,FALSE
S02002019,Black Isle North,0.9557994604110718,125,72.530487060546875,173,7.582786560058594,1185,97.11311340332031,241,FALSE
S02001709,Carronshore,0.6263502240180969,269,50.99989318847656,436,72.14427185058594,234,96.95088195800781,242,FALSE
S02002490,Ladywell,0.6767192482948303,242,53.263771057128906,389,64.25594329833984,293,96.891326904296875,243,FALSE
S02002214,West Mainland,0.9049347043037415,138,73.84581756591797,158,7.158529281616211,1196,96.77607727050781,244,FALSE
S02002469,IZ10,0.008058369159698486,675,37.248348236083984,699,106.41664123535156,50,96.71037292480469,245,FALSE
S02001410,Machars North,0.02816995605826378,659,92.41200256347656,52,32.97251892089844,698,96.592498779296875,246,FALSE
S02001833,Crail and Boarhills,0.6399819254875183,263,87.631011962890625,79,4.781321048736572,1239,96.23551940917969,247,FALSE
S02002093,"Findhorn, Kinloss and Pluscarden Valley",0.6090899109840393,279,81.86798095703125,108,21.51267433166504,907,95.87957763671875,248,FALSE
S02002048,"Port Glasgow Upper, West and Central",0.4037263095378876,397,66.64361572265625,226,60.875099182128906,325,95.64697265625,249,FALSE
S02002069,Mayfield,1.0256365537643433,107,51.13412857055664,434,38.993961334228516,601,95.61393737792969,250,FALSE
S02002303,Berwickshire Central,0.49159345030784607,350,91.20140075683594,62,7.242093086242676,1192,95.41374969482422,251,FALSE
S02001866,Govanhill East and Aikenhead,-1.1599549055099487,1192,85.69366455078125,91,69.1644515991211,251,95.38322448730469,252,FALSE
S02001433,Heathhall,1.2515394687652588,50,40.12798309326172,645,28.8092041015625,779,95.29146575927734,253,FALSE
S02001705,Stenhousemuir West,-0.11229364573955536,741,71.3827896118164,184,74.824127197265625,217,94.86080169677734,254,FALSE
S02001865,Govanhill West,-0.7813547849655151,1080,91.691131591796875,58,51.227272033691406,420,94.83907318115234,255,FALSE
S02002148,Stane,0.32898592948913574,445,62.715206146240234,279,70.28630065917969,244,94.8004150390625,256,FALSE
S02001488,Stewarton West,0.8721880912780762,153,37.852783203125,691,65.8927001953125,282,94.64723205566406,257,FALSE
S02001983,Badenoch and Strathspey Central,1.3207253217697144,37,45.546348571777344,545,7.295168399810791,1191,94.52556610107422,258,FALSE
S02002049,"Port Glasgow Mid, East and Central",0.18013261258602142,545,58.308650970458984,327,82.32118225097656,170,94.52481842041016,259,FALSE
S02001461,West Pitkerro,1.0956547260284424,90,50.85742950439453,438,30.754230499267578,738,94.22496032714844,260,FALSE
S02001913,Carntyne,-0.5726366639137268,990,71.50203704833984,183,83.16282653808594,166,94.12218475341797,261,FALSE
S02001699,Head of Muir and Dennyloanhead,0.8333101272583008,169,41.243927001953125,628,64.68079376220703,290,94.10150146484375,262,FALSE
S02001741,Valleyfield Culross and Torryburn,0.1534731686115265,561,92.83148193359375,50,19.92084503173828,945,94.05590057373047,263,FALSE
S02002205,Abronhill North,0.9168678522109985,133,27.11465072631836,916,69.8240966796875,248,93.98038482666016,264,FALSE
S02001967,Knightswood East,-0.5363895893096924,969,63.45827865600586,265,90.32276916503906,117,93.8885726928711,265,FALSE
S02001455,Douglas West,0.3789353370666504,409,70.01197052001953,195,52.78234100341797,399,93.6240234375,266,FALSE
S02002354,Clydesdale South,-0.5910438299179077,1002,105.42152404785156,18,13.740957260131836,1065,93.62117004394531,267,FALSE
S02002153,Clydesdale and New Stevenston,-0.1338549703359604,761,41.705902099609375,616,104.28361511230469,60,93.59480285644531,268,FALSE
S02002368,"Douglas, Coalburn and Rigside",0.4460710287094116,377,76.55367279052734,134,37.33843994140625,624,93.31623840332031,269,FALSE
S02002170,Kirkshaws,0.44097328186035156,379,51.672725677490234,423,76.74141693115234,203,93.15802001953125,270,FALSE
S02002201,Seafar,-0.39590030908584595,903,20.64752197265625,1025,125.71452331542969,24,93.07991027832031,271,FALSE
S02002039,"Gourock Central, Upper East and IRH",-0.09422479569911957,732,58.40888595581055,325,87.62029266357422,134,92.99494934082031,272,FALSE
S02001408,Rhins North,0.26007768511772156,497,78.1458740234375,126,45.174095153808594,513,92.8297348022461,273,FALSE
S02001703,Larbert - North Broomage and Inches,0.7693961262702942,188,38.228111267089844,681,68.92875671386719,255,92.82655334472656,274,FALSE
S02001895,Parkhead East and Braidfauld North,-0.956619918346405,1139,65.61016082763672,234,90.10004425048828,118,92.74422454833984,275,FALSE
S02001396,Alva,1.2134686708450317,60,42.83818817138672,591,26.159221649169922,827,92.647796630859375,276,FALSE
S02002369,Lesmahagow,1.1762782335281372,67,42.72987365722656,593,29.752731323242188,758,92.50416564941406,277,FALSE
S02002117,Stevenston North West,-0.4421982169151306,929,57.12013626098633,344,93.75597381591797,101,92.09346771240234,278,FALSE
S02002172,Drumpellier and Langloan,-1.0668754577636719,1169,38.066497802734375,686,116.00463104248047,32,92.079833984375,279,FALSE
S02001881,Glenwood South,0.21206796169281006,528,62.06096649169922,286,73.09812927246094,227,92.007843017578125,280,FALSE
S02001236,Culter,1.3335974216461182,36,17.529102325439453,1079,33.55895233154297,691,91.88379669189453,281,FALSE
S02002285,Erskine West,1.0316376686096191,105,22.156843185424805,991,61.63446044921875,316,91.72039031982422,282,FALSE
S02001484,Cumnock North,0.9774757027626038,117,41.10276412963867,629,48.430931091308594,461,91.45073699951172,283,FALSE
S02001974,Drumchapel South,-0.9691572785377502,1143,72.244476318359375,178,82.84278869628906,167,91.32503509521484,284,FALSE
S02001916,Riddrie and Hogganfield,0.07045678794384003,622,74.61763000488281,149,54.663108825683594,375,91.31019592285156,285,FALSE
S02002098,Springside and Rural,-1.398781657218933,1230,62.67111587524414,282,95.177001953125,96,91.08941650390625,286,FALSE
S02002171,Dundyvan,-0.14036040008068085,765,36.656654357910156,705,104.702392578125,58,91.0606689453125,287,FALSE
S02001628,Niddrie,0.6643707156181335,249,53.01054382324219,399,55.993743896484375,363,91.013946533203125,288,FALSE
S02001719,Falkirk - Tamfourhill,-0.2785446345806122,839,64.92073059082031,245,80.68769836425781,175,90.50768280029297,289,FALSE
S02001790,Kirkcaldy Templehall East,0.4758240878582001,358,51.27191925048828,431,70.74995422363281,240,90.40563201904297,290,FALSE
S02002188,Airdrie North,-0.037604302167892456,704,49.37743377685547,466,92.89354705810547,108,90.29443359375,291,FALSE
S02001840,Tayport,1.1340277194976807,77,40.9161376953125,633,32.95219802856445,699,90.241119384765625,292,FALSE
S02002009,Skye North East,0.5440873503684998,313,85.96369934082031,89,4.766298770904541,1240,90.11528778076172,293,FALSE
S02001405,Stranraer West,0.6865954995155334,237,64.79023742675781,249,36.53520965576172,633,90.02722930908203,294,FALSE
S02001436,Lockerbie,1.1576275825500488,73,37.59840393066406,697,34.22110366821289,675,89.8766098022461,295,FALSE
S02002356,"Carstairs, Carstairs Junction and Carnwath",0.7798342108726501,185,62.70134735107422,280,31.221511840820313,727,89.66602325439453,296,FALSE
S02001597,Oxgangs,0.674565851688385,244,29.612369537353516,871,80.62944793701172,178,89.39183044433594,297,FALSE
S02001791,Kirkcaldy Dunnikier,0.7185388207435608,214,28.552148818969727,884,77.478851318359375,201,89.29979705810547,298,FALSE
S02002272,Paisley Dykebar,0.8881046175956726,145,40.34494400024414,641,51.770233154296875,409,89.28135681152344,299,FALSE
S02001497,New Farm Loch South,-0.20127728581428528,800,36.64267349243164,707,104.24018859863281,61,89.07140350341797,300,FALSE
S02002467,IZ08,-0.19815409183502197,795,31.54351806640625,812,106.36231231689453,52,88.96129608154297,301,FALSE
S02001909,Greenfield,-0.506027340888977,952,63.065834045410156,273,86.13643646240234,147,88.95703125,302,FALSE
S02001857,Craigton,-1.2270393371582031,1201,72.5109634399414,175,79.89109802246094,181,88.86292266845703,303,FALSE
S02001824,Auchtermuchty and Gateside,1.048173189163208,100,57.70744323730469,335,11.627660751342773,1111,88.82209014892578,304,FALSE
S02002137,Muirhouse,0.5429599285125732,314,42.07707214355469,607,75.86921691894531,208,88.72144317626953,305,FALSE
S02001676,East Craigs North,1.3844116926193237,28,11.221084594726563,1191,24.451173782348633,856,88.67919921875,306,FALSE
S02001319,"Insch, Oyne and Ythanwells",0.967546284198761,121,46.97763442993164,522,37.97567367553711,613,88.57676696777344,307,FALSE
S02001754,Dunfermline Abbeyview South,0.17906378209590912,546,39.08116912841797,660,93.08689880371094,107,88.39842224121094,308,FALSE
S02002470,IZ11,0.47280314564704895,360,31.954788208007813,803,87.43927764892578,136,88.35477447509766,309,FALSE
S02001734,Bo'ness - Douglas,0.3358538746833801,441,46.45894241333008,529,81.70098114013672,173,88.21821594238281,310,FALSE
S02001422,Shawhead,0.6877874732017517,236,42.75508117675781,592,64.19087219238281,295,87.93537902832031,311,FALSE
S02002115,Saltcoats North West,-0.3188835084438324,860,59.761863708496094,310,85.431976318359375,151,87.92314147949219,312,FALSE
S02002511,Broxburn Kirkhill,0.7009060978889465,228,61.87022399902344,288,37.10019302368164,627,87.91429901123047,313,FALSE
S02001919,Balornock,-0.09679464995861053,734,36.37811279296875,716,100.44508361816406,71,87.910614013671875,314,FALSE
S02001356,Lunan,-0.019745558500289917,693,89.45092010498047,70,29.22613525390625,769,87.86238861083984,315,FALSE
S02001437,Moffat,0.8351609110832214,167,58.06205749511719,332,30.39557647705078,743,87.61119842529297,316,FALSE
S02002127,Largs South,0.5088686347007751,343,59.64670181274414,313,52.95161437988281,396,87.44905090332031,317,FALSE
S02002199,Condorrat,0.652474582195282,256,19.52762222290039,1040,85.25483703613281,154,87.3823471069336,318,FALSE
S02001318,Fyvie-Rothie,0.9781284928321838,116,49.250518798828125,472,30.085369110107422,749,87.17426300048828,319,FALSE
S02001889,Gorbals and Hutchesontown,-1.2633414268493652,1210,89.6792221069336,68,48.38389587402344,463,87.17183685302734,320,FALSE
S02001413,Gatehouse,0.28126341104507446,479,87.20172119140625,82,17.209728240966797,1003,87.11531829833984,321,FALSE
S02002147,Shotts,0.8292110562324524,173,38.79542922973633,667,55.15599060058594,372,86.7916030883789,322,FALSE
S02002497,Blaeberry Hill and East Whitburn,0.4288243353366852,385,63.580657958984375,263,50.11439514160156,436,86.56486511230469,323,FALSE
S02001702,High Bonnybridge and Greenhill,-0.8619623184204102,1103,53.078033447265625,396,95.47364807128906,94,86.522308349609375,324,FALSE
S02002343,"Lochside, Braehead and Whitletts",-0.7202350497245789,1061,47.07596969604492,521,100.404296875,72,86.44970703125,325,FALSE
S02001324,"Portsoy, Fordyce and Cornhill",0.22974206507205963,517,86.3740005493164,86,20.879985809326172,923,86.37200164794922,326,FALSE
S02001419,Upper Nithsdale,1.0846927165985107,92,44.55397033691406,560,27.30642318725586,808,86.274749755859375,327,FALSE
S02001399,Dollar and Muckhart,1.1323108673095703,78,47.1776123046875,518,16.961828231811523,1007,86.24097442626953,328,FALSE
S02002181,Chapelhall East,0.8333936929702759,168,39.57190704345703,655,52.57339859008789,400,86.213287353515625,329,FALSE
S02001316,Ythsie,1.1641892194747925,69,38.08680725097656,685,24.736652374267578,849,86.1605453491211,330,FALSE
S02001920,Barmulloch,-0.47238701581954956,940,39.74367141723633,652,103.10165405273437,65,86.08057403564453,331,FALSE
S02002305,Berwickshire East,0.050173744559288025,644,92.37133026123047,53,11.120231628417969,1123,86.02821350097656,332,FALSE
S02002184,Gartlea,-0.6635766625404358,1033,19.299192428588867,1044,116.00706481933594,31,85.890228271484375,333,FALSE
S02001944,Milton East,-0.3811003267765045,897,42.61957931518555,594,99.15131378173828,78,85.79634094238281,334,FALSE
S02001938,Woodside,-2.345937967300415,1277,85.83720397949219,90,55.574222564697266,366,85.79122161865234,335,FALSE
S02001972,Blairdardie East,0.05762423574924469,636,48.26360321044922,490,86.44671630859375,144,85.58628845214844,336,FALSE
S02001331,Mintlaw,0.5581188201904297,304,49.48719787597656,464,60.49864959716797,328,85.55435943603516,337,FALSE
S02001777,Lochgelly East,0.651994526386261,258,58.1087646484375,330,43.596858978271484,542,85.52848052978516,338,FALSE
S02001598,Comiston and Swanston,1.27094566822052,48,12.127257347106934,1175,33.7857780456543,684,85.38380432128906,339,FALSE
S02001673,Cramond,1.2489022016525269,51,11.338348388671875,1190,35.46086502075195,650,85.183990478515625,340,FALSE
S02002322,Shetland South,1.1738790273666382,68,48.035316467285156,496,4.662395477294922,1241,85.064300537109375,341,FALSE
S02001813,"Buckhaven, Denbeath and Muiredge",0.3353758156299591,442,48.34942626953125,488,74.43183898925781,218,85.04974365234375,342,FALSE
S02001360,Friockheim,-0.38006794452667236,896,96.91069030761719,39,13.477775573730469,1071,84.89888000488281,343,FALSE
S02001525,Lenzie South,1.1928539276123047,64,34.0964241027832,762,24.33831787109375,860,84.87044525146484,344,FALSE
S02001686,Queensferry West,1.3095232248306274,41,20.404491424560547,1030,21.881793975830078,900,84.85765075683594,345,FALSE
S02002441,Cowie,1.0521713495254517,98,47.47330856323242,512,22.708860397338867,890,84.84806060791016,346,FALSE
S02001346,Monifieth West,0.2846218943595886,475,32.30131912231445,798,89.26813507080078,121,84.74822235107422,347,FALSE
S02001403,Alloa North,0.5280397534370422,331,64.45196533203125,253,40.76420593261719,571,84.72020721435547,348,FALSE
S02001934,City Centre South,-2.4903852939605713,1278,101.1277084350586,27,17.927724838256836,984,84.45873260498047,349,FALSE
S02001407,Stranraer South,0.5380412340164185,321,51.119903564453125,435,57.56639099121094,350,84.3702621459961,350,FALSE
S02002108,Irvine Central,-0.30738240480422974,854,46.543212890625,527,93.60359191894531,102,84.341461181640625,351,FALSE
S02001307,Blackburn,1.1322669982910156,79,22.26385498046875,990,41.10300827026367,569,84.28360748291016,352,FALSE
S02001269,Stockethill,-0.25348562002182007,825,14.273862838745117,1138,108.90740203857422,42,84.16080474853516,353,FALSE
S02001466,Kirkton,0.7090560793876648,223,34.83872985839844,750,64.29964447021484,292,84.06285858154297,354,FALSE
S02001724,Reddingmuirhead and Overton,0.4946553409099579,347,53.509620666503906,383,54.591094970703125,377,83.84087371826172,355,FALSE
S02002389,Earnock,0.6461567878723145,260,65.04351806640625,243,28.47553825378418,786,83.68120574951172,356,FALSE
S02001519,Bishopbriggs North and Kenmure,0.8036068677902222,180,26.536684036254883,924,63.984554290771484,296,83.6235580444336,357,FALSE
S02002130,Skelmorlie and Rural,-0.687924861907959,1045,88.26815032958984,78,41.428443908691406,564,83.50055694580078,358,FALSE
S02002158,Motherwell North,0.10444798320531845,591,49.44453430175781,465,79.71009063720703,183,83.37396240234375,359,FALSE
S02001892,Bridgeton,-1.0492682456970215,1162,80.63203430175781,115,56.388145446777344,361,83.35687255859375,360,FALSE
S02001334,Peterhead Links,0.5163187980651855,340,30.44618034362793,851,80.94297790527344,174,83.162841796875,361,FALSE
S02001831,St Monans and Pittenweem,0.6563295722007751,252,71.94636535644531,180,11.796491622924805,1106,83.05115509033203,362,FALSE
S02002506,"Blackridge, Westfield and Torphichen",0.5405827164649963,316,63.19538116455078,269,38.10919189453125,610,82.92717742919922,363,FALSE
S02002371,Ashgill and Netherburn,-0.9101474285125732,1121,75.264190673828125,141,61.51483154296875,318,82.787994384765625,364,FALSE
S02001797,Wemyss,-0.6479977369308472,1026,54.13353729248047,376,88.341796875,130,82.7833480834961,365,FALSE
S02002045,Greenock Upper Central,-1.0199251174926758,1155,62.150753021240234,284,84.80530548095703,157,82.345977783203125,366,FALSE
S02002295,Tweeddale East Area,0.888647198677063,143,56.563907623291016,347,14.972015380859375,1038,82.32386779785156,367,FALSE
S02001738,Kincardine,1.1160142421722412,84,43.33805465698242,587,17.32671356201172,1001,82.1534652709961,368,FALSE
S02002513,Broxburn South,0.8464735746383667,163,40.05998229980469,647,46.071285247802734,501,82.12193298339844,369,FALSE
S02001745,Dunfermline Baldridgeburn,-0.4406374990940094,927,66.09271240234375,230,69.734130859375,249,82.07695770263672,370,FALSE
S02001486,Northern and Irvine Valley Rural,0.406098872423172,396,71.04237365722656,187,31.542572021484375,722,81.98286437988281,371,FALSE
S02001300,Cromar and Kildrummy,0.699946939945221,229,63.04804992675781,274,24.447649002075195,857,81.86994934082031,372,FALSE
S02002072,Gorebridge and Middleton,1.179771900177002,66,17.99310874938965,1069,33.724578857421875,687,81.71057891845703,373,FALSE
S02002479,Breich Valley,0.17586268484592438,549,77.77104187011719,130,30.36221694946289,744,81.63134765625,374,FALSE
S02001542,IZ09,0.8671274781227112,155,55.579322814941406,363,18.79537010192871,968,81.236236572265625,375,FALSE
S02001917,Blackhill and Barmulloch East,0.030500050634145737,657,60.74054718017578,301,65.86903381347656,283,81.2217788696289,376,FALSE
S02001990,Inverness Smithton,0.9389739036560059,129,46.375648498535156,532,28.11670684814453,792,81.0836181640625,377,FALSE
S02001629,"Bingham, Magdalene and The Christians",-0.14096832275390625,766,67.81648254394531,215,59.153709411621094,340,81.037567138671875,378,FALSE
S02001411,Machars South,0.4407210946083069,380,73.091461181640625,168,23.551979064941406,879,80.71988677978516,379,FALSE
S02001989,Inverness Culloden and Balloch,1.1470307111740112,76,28.879592895507813,880,28.920116424560547,776,80.71722412109375,380,FALSE
S02001438,Langholm and Eskdale,0.7122433185577393,219,62.82733917236328,278,20.594566345214844,930,80.66649627685547,381,FALSE
S02002144,Wishaw East,0.06215228512883186,628,60.6815071105957,302,62.591400146484375,304,80.60032653808594,382,FALSE
S02001815,Methil West,-0.14364445209503174,767,58.391258239746094,326,72.69029235839844,229,80.57685852050781,383,FALSE
S02001289,Mearns North and Inverbervie,1.0387409925460815,103,42.28843688964844,598,23.3233699798584,883,80.56505584716797,384,FALSE
S02001281,Oldmachar East,0.8968410491943359,142,14.035174369812012,1139,57.8671875,347,80.36406707763672,385,FALSE
S02001932,City Centre East,-1.4184550046920776,1234,97.02874755859375,37,17.78329086303711,989,80.30644226074219,386,FALSE
S02001981,Lochaber East and North,0.8437557220458984,165,61.833072662353516,289,7.32771110534668,1190,80.24686431884766,387,FALSE
S02002280,Renfrew South,-0.3218214511871338,863,10.29842758178711,1197,106.82986450195312,47,80.08750915527344,388,FALSE
S02002245,Coupar Angus and Meigle,0.7374359965324402,203,65.02278137207031,244,8.39963150024414,1166,79.99539947509766,389,FALSE
S02001294,Portlethen,1.0286973714828491,106,13.024194717407227,1164,48.9626579284668,452,79.9820327758789,390,FALSE
S02001753,Dunfermline Abbeyview North,0.16942602396011353,553,42.229774475097656,601,80.679840087890625,176,79.95655059814453,391,FALSE
S02002473,IZ14,-0.5967580676078796,1004,20.83818244934082,1020,106.64192199707031,48,79.929840087890625,392,FALSE
S02002096,"Rafford, Dallas, Dyke to Dava",-0.40115565061569214,906,90.08258819580078,65,22.73412322998047,889,79.927642822265625,393,FALSE
S02001417,Dalbeattie Rural,-0.014042750000953674,687,84.4347152709961,95,24.681623458862305,850,79.91497802734375,394,FALSE
S02002514,Broxburn East,0.6686568856239319,246,58.15412902832031,329,31.048978805541992,731,79.91429138183594,395,FALSE
S02001717,Falkirk - Camelon East,0.08108276128768921,608,69.64576721191406,198,46.388031005859375,493,79.7630615234375,396,FALSE
S02002475,IZ16,-0.3043749928474426,851,34.527496337890625,757,96.489715576171875,86,79.653717041015625,397,FALSE
S02001850,Cardonald South and East,-0.5073767900466919,954,73.53585052490234,160,53.674015045166016,386,79.54622650146484,398,FALSE
S02002415,Fernhill and Cathkin,0.2665185332298279,493,42.079261779785156,606,77.4481201171875,202,79.41050720214844,399,FALSE
S02002328,North and East Isles,0.5893248915672302,294,73.9210205078125,157,1.77345871925354,1278,79.29353332519531,400,FALSE
S02002038,Gourock Upper and West Central and Upper Larkfield,0.36168810725212097,416,45.83312225341797,542,67.09844207763672,272,79.272491455078125,401,FALSE
S02002152,Carfin North,0.18167193233966827,543,43.43088912963867,583,78.78135681152344,192,79.20257568359375,402,FALSE
S02002410,Burnhill and Bankhead North,-0.6932229995727539,1049,47.52527618408203,510,92.87101745605469,109,79.092681884765625,403,FALSE
S02001354,Arbroath Cliffburn,-0.1852089911699295,786,41.250144958496094,626,89.49298095703125,120,79.08876037597656,404,FALSE
S02001692,Broadbay,0.9186516404151917,132,49.87861633300781,460,18.037872314453125,980,79.04052734375,405,FALSE
S02001418,Glenkens,0.7029288411140442,226,61.641754150390625,291,20.61309814453125,929,79.01908874511719,406,FALSE
S02001512,North Castlehill and Thorn,0.723259687423706,209,41.94919204711914,610,47.150821685791016,483,78.99188995361328,407,FALSE
S02001778,Lochgelly West and Lumphinnans,0.03236500918865204,655,65.20047760009766,240,53.011268615722656,394,78.94364929199219,408,FALSE
S02001832,Anstruther,0.4520495533943176,375,74.17375183105469,154,14.732989311218262,1045,78.9206771850586,409,FALSE
S02002006,Loch Ness,0.533736526966095,326,73.37373352050781,162,9.725603103637695,1144,78.89098358154297,410,FALSE
S02002393,Low Blantyre and Bardykes,0.23684370517730713,513,64.8719711303711,247,46.2790412902832,498,78.59153747558594,411,FALSE
S02001820,Largo,0.02822052128612995,658,88.46037292480469,77,10.661094665527344,1127,78.57860565185547,412,FALSE
S02001401,Sauchie,0.21527227759361267,526,67.5286865234375,219,43.1611213684082,547,78.52923583984375,413,FALSE
S02001922,Springburn,-0.5836390852928162,997,52.02788162231445,417,85.9365234375,148,78.46528625488281,414,FALSE
S02001330,Deer and Mormond,0.36715665459632874,413,70.601318359375,190,27.114627838134766,811,78.0949478149414,415,FALSE
S02001855,Drumoyne and Shieldhall,-0.6863126158714294,1043,67.93395233154297,212,65.32102966308594,288,77.996917724609375,416,FALSE
S02002341,Craigie,-1.333168864250183,1224,50.4644775390625,450,91.0002670288086,112,77.83329010009766,417,FALSE
S02001596,Colinton Mains and Firrhill,0.9471186399459839,127,26.385494232177734,927,44.15641403198242,533,77.80707550048828,418,FALSE
S02002187,Thrashbush,-0.035044506192207336,703,52.748878479003906,407,73.018402099609375,228,77.74089050292969,419,FALSE
S02001442,Annan East,0.46146148443222046,366,50.38770294189453,451,52.39125442504883,402,77.62593841552734,420,FALSE
S02001725,Brightons and Wallacestone,0.5346035957336426,324,43.58435821533203,579,57.30827331542969,353,77.6022720336914,421,FALSE
S02001984,Badenoch and Strathspey North,0.9390870928764343,128,52.39482879638672,414,7.1753950119018555,1194,77.5331039428711,422,FALSE
S02002022,Seaboard,0.31110090017318726,463,79.16630554199219,121,10.319059371948242,1133,77.38783264160156,423,FALSE
S02002468,IZ09,0.3427489399909973,434,18.382095336914063,1063,87.09690856933594,140,77.27899169921875,424,FALSE
S02001712,Falkirk - Merchiston and New Carron Village,-0.20389363169670105,802,31.37895965576172,819,95.33073425292969,95,77.26790618896484,425,FALSE
S02002357,"Forth, Braehead and Auchengray",0.47244882583618164,361,69.02701568603516,204,21.922557830810547,899,77.22821807861328,426,FALSE
S02002005,Inverness West Rural,0.9129694700241089,135,47.30396270751953,517,20.43738555908203,934,77.063446044921875,427,FALSE
S02002461,IZ02,-0.6232501864433289,1016,50.37593460083008,453,86.63213348388672,142,77.0584487915039,428,FALSE
S02001718,Falkirk - Camelon West,0.3551034927368164,421,36.43030548095703,715,73.38664245605469,224,76.99129486083984,429,FALSE
S02001253,"Kincorth, Leggart and Nigg North",-0.07546836137771606,724,8.83359432220459,1212,101.53338623046875,69,76.853485107421875,430,FALSE
S02001862,Kingston West and Dumbreck,-1.2177189588546753,1198,89.14470672607422,73,32.4497184753418,704,76.68706512451172,431,FALSE
S02001923,Springburn East and Cowlairs,-0.579136312007904,996,50.676902770996094,442,85.39769744873047,152,76.64124298095703,432,FALSE
S02002495,Seafield,0.605582594871521,282,53.04640579223633,397,37.56135559082031,617,76.62013244628906,433,FALSE
S02001622,"Old Town, Princes Street and Leith Street",-1.568022608757019,1249,95.2287368774414,42,14.371103286743164,1049,76.61554718017578,434,FALSE
S02001492,Earlston and Hurlford Rural,-0.12024325877428055,750,53.777217864990234,380,70.42768859863281,242,76.51753234863281,435,FALSE
S02001457,Douglas East,0.5536623001098633,308,50.5562629699707,448,45.29011917114258,510,76.27584075927734,436,FALSE
S02001347,Monifieth East,1.181433081626892,65,17.557518005371094,1078,23.351303100585938,881,76.196807861328125,437,FALSE
S02001467,Downfield,0.5343724489212036,325,23.935544967651367,966,74.1015625,222,76.1016616821289,438,FALSE
S02002015,Muir of Ord,0.8855243921279907,147,48.513916015625,484,18.864253997802734,966,76.010467529296875,439,FALSE
S02001966,Knightswood West,-0.6688947081565857,1038,57.519134521484375,337,77.54576110839844,200,75.911041259765625,440,FALSE
S02001326,Banff,0.7715227603912354,187,51.307273864746094,428,23.610557556152344,877,75.875396728515625,441,FALSE
S02002191,Glenmavis and Greengairs,-0.8610470294952393,1102,48.21672058105469,492,88.719635009765625,126,75.838531494140625,442,FALSE
S02001911,Tollcross,-0.7438029050827026,1070,64.577362060546875,252,68.093658447265625,264,75.58941650390625,443,FALSE
S02001685,Queensferry East,1.215690016746521,59,17.48906707763672,1081,18.045608520507813,979,75.52397155761719,444,FALSE
S02001462,Whitfield,0.5335038900375366,327,46.707916259765625,525,50.85261154174805,426,75.43500518798828,445,FALSE
S02001860,Ibrox East and Cessnock,-1.4728585481643677,1241,84.3238754272461,96,41.224388122558594,568,75.4035873413086,446,FALSE
S02002493,Deans,0.8251177072525024,174,35.228187561035156,745,42.51228332519531,553,75.37141418457031,447,FALSE
S02002381,Eddlewood,0.14769916236400604,564,49.33551025390625,469,66.5356216430664,278,75.24505615234375,448,FALSE
S02001439,Annandale East,0.4168301820755005,389,62.48731994628906,283,34.424224853515625,672,75.07615661621094,449,FALSE
S02002095,Forres South West and Mannachie,0.32391539216041565,450,53.949668884277344,378,49.892337799072266,440,74.96107482910156,450,FALSE
S02002474,IZ15,-0.03481847047805786,700,31.098752975463867,829,89.0458755493164,123,74.87444305419922,451,FALSE
S02002212,Balmalloch,0.12796887755393982,577,53.2738037109375,388,59.160972595214844,339,74.60059356689453,452,FALSE
S02002155,Motherwell South,-0.5146725177764893,959,68.68839263916016,208,54.7119255065918,374,74.57194519042969,453,FALSE
S02002026,Caithness South,-0.2703876495361328,835,88.9822998046875,74,12.220266342163086,1099,74.5404281616211,454,FALSE
S02001638,Restalrig and Lochend,-0.27703797817230225,838,68.39850616455078,210,50.424068450927734,430,74.32798767089844,455,FALSE
